expression,expected_result,wrapper,pair_id,family,source,target,expected_strategy
((3*sin(x)-4*sin(x)^3)/q) - ((sin(3*x))/q),0,common_denominator_zero,contract_trig_triple_angle_sine,trig_contract,3*sin(x)-4*sin(x)^3,sin(3*x),contract trig
((3*sin(x)-4*sin(x)^3) + 1)/((sin(3*x)) + 1),1,shifted_quotient_one,contract_trig_triple_angle_sine,trig_contract,3*sin(x)-4*sin(x)^3,sin(3*x),contract trig
((sin(3*x)) + m) - ((3*sin(x)-4*sin(x)^3) + m),0,additive_passthrough_zero,expand_trig_triple_angle_sine,trig_expand,sin(3*x),3*sin(x)-4*sin(x)^3,expand trig
k*(sin(3*x)) - k*(3*sin(x)-4*sin(x)^3),0,scaled_difference_zero,expand_trig_triple_angle_sine,trig_expand,sin(3*x),3*sin(x)-4*sin(x)^3,expand trig
((sin(3*x))/q) - ((3*sin(x)-4*sin(x)^3)/q),0,common_denominator_zero,expand_trig_triple_angle_sine,trig_expand,sin(3*x),3*sin(x)-4*sin(x)^3,expand trig
((sin(3*x)) + 1)/((3*sin(x)-4*sin(x)^3) + 1),1,shifted_quotient_one,expand_trig_triple_angle_sine,trig_expand,sin(3*x),3*sin(x)-4*sin(x)^3,expand trig
((4*cos(x)^3-3*cos(x)) + m) - ((cos(3*x)) + m),0,additive_passthrough_zero,contract_trig_triple_angle_cosine,trig_contract,4*cos(x)^3-3*cos(x),cos(3*x),contract trig
k*(4*cos(x)^3-3*cos(x)) - k*(cos(3*x)),0,scaled_difference_zero,contract_trig_triple_angle_cosine,trig_contract,4*cos(x)^3-3*cos(x),cos(3*x),contract trig
((4*cos(x)^3-3*cos(x))/q) - ((cos(3*x))/q),0,common_denominator_zero,contract_trig_triple_angle_cosine,trig_contract,4*cos(x)^3-3*cos(x),cos(3*x),contract trig
((4*cos(x)^3-3*cos(x)) + 1)/((cos(3*x)) + 1),1,shifted_quotient_one,contract_trig_triple_angle_cosine,trig_contract,4*cos(x)^3-3*cos(x),cos(3*x),contract trig
((cos(3*x)) + m) - ((4*cos(x)^3-3*cos(x)) + m),0,additive_passthrough_zero,expand_trig_triple_angle_cosine,trig_expand,cos(3*x),4*cos(x)^3-3*cos(x),expand trig
k*(cos(3*x)) - k*(4*cos(x)^3-3*cos(x)),0,scaled_difference_zero,expand_trig_triple_angle_cosine,trig_expand,cos(3*x),4*cos(x)^3-3*cos(x),expand trig
((cos(3*x))/q) - ((4*cos(x)^3-3*cos(x))/q),0,common_denominator_zero,expand_trig_triple_angle_cosine,trig_expand,cos(3*x),4*cos(x)^3-3*cos(x),expand trig
((cos(3*x)) + 1)/((4*cos(x)^3-3*cos(x)) + 1),1,shifted_quotient_one,expand_trig_triple_angle_cosine,trig_expand,cos(3*x),4*cos(x)^3-3*cos(x),expand trig
(((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)) + m) - ((tan(3*x)) + m),0,additive_passthrough_zero,contract_trig_triple_angle_tangent,trig_contract,(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),tan(3*x),contract trig
k*((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)) - k*(tan(3*x)),0,scaled_difference_zero,contract_trig_triple_angle_tangent,trig_contract,(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),tan(3*x),contract trig
(((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2))/q) - ((tan(3*x))/q),0,common_denominator_zero,contract_trig_triple_angle_tangent,trig_contract,(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),tan(3*x),contract trig
(((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)) + 1)/((tan(3*x)) + 1),1,shifted_quotient_one,contract_trig_triple_angle_tangent,trig_contract,(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),tan(3*x),contract trig
((tan(3*x)) + m) - (((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)) + m),0,additive_passthrough_zero,expand_trig_triple_angle_tangent,trig_expand,tan(3*x),(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),expand trig
k*(tan(3*x)) - k*((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)),0,scaled_difference_zero,expand_trig_triple_angle_tangent,trig_expand,tan(3*x),(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),expand trig
((tan(3*x))/q) - (((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2))/q),0,common_denominator_zero,expand_trig_triple_angle_tangent,trig_expand,tan(3*x),(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),expand trig
((tan(3*x)) + 1)/(((3*tan(x)-tan(x)^3)/(1-3*tan(x)^2)) + 1),1,shifted_quotient_one,expand_trig_triple_angle_tangent,trig_expand,tan(3*x),(3*tan(x)-tan(x)^3)/(1-3*tan(x)^2),expand trig
((sin(5*x)) + m) - ((5*sin(x)-20*sin(x)^3+16*sin(x)^5) + m),0,additive_passthrough_zero,expand_trig_quintuple_angle_sine,trig_expand,sin(5*x),5*sin(x)-20*sin(x)^3+16*sin(x)^5,expand trig
k*(sin(5*x)) - k*(5*sin(x)-20*sin(x)^3+16*sin(x)^5),0,scaled_difference_zero,expand_trig_quintuple_angle_sine,trig_expand,sin(5*x),5*sin(x)-20*sin(x)^3+16*sin(x)^5,expand trig
((sin(5*x))/q) - ((5*sin(x)-20*sin(x)^3+16*sin(x)^5)/q),0,common_denominator_zero,expand_trig_quintuple_angle_sine,trig_expand,sin(5*x),5*sin(x)-20*sin(x)^3+16*sin(x)^5,expand trig
((sin(5*x)) + 1)/((5*sin(x)-20*sin(x)^3+16*sin(x)^5) + 1),1,shifted_quotient_one,expand_trig_quintuple_angle_sine,trig_expand,sin(5*x),5*sin(x)-20*sin(x)^3+16*sin(x)^5,expand trig
((cos(5*x)) + m) - ((16*cos(x)^5-20*cos(x)^3+5*cos(x)) + m),0,additive_passthrough_zero,expand_trig_quintuple_angle_cosine,trig_expand,cos(5*x),16*cos(x)^5-20*cos(x)^3+5*cos(x),expand trig
k*(cos(5*x)) - k*(16*cos(x)^5-20*cos(x)^3+5*cos(x)),0,scaled_difference_zero,expand_trig_quintuple_angle_cosine,trig_expand,cos(5*x),16*cos(x)^5-20*cos(x)^3+5*cos(x),expand trig
((cos(5*x))/q) - ((16*cos(x)^5-20*cos(x)^3+5*cos(x))/q),0,common_denominator_zero,expand_trig_quintuple_angle_cosine,trig_expand,cos(5*x),16*cos(x)^5-20*cos(x)^3+5*cos(x),expand trig
((cos(5*x)) + 1)/((16*cos(x)^5-20*cos(x)^3+5*cos(x)) + 1),1,shifted_quotient_one,expand_trig_quintuple_angle_cosine,trig_expand,cos(5*x),16*cos(x)^5-20*cos(x)^3+5*cos(x),expand trig
((5*sin(x)-20*sin(x)^3+16*sin(x)^5) + m) - ((sin(5*x)) + m),0,additive_passthrough_zero,contract_trig_quintuple_angle_sine,trig_contract,5*sin(x)-20*sin(x)^3+16*sin(x)^5,sin(5*x),contract trig
k*(5*sin(x)-20*sin(x)^3+16*sin(x)^5) - k*(sin(5*x)),0,scaled_difference_zero,contract_trig_quintuple_angle_sine,trig_contract,5*sin(x)-20*sin(x)^3+16*sin(x)^5,sin(5*x),contract trig
((5*sin(x)-20*sin(x)^3+16*sin(x)^5)/q) - ((sin(5*x))/q),0,common_denominator_zero,contract_trig_quintuple_angle_sine,trig_contract,5*sin(x)-20*sin(x)^3+16*sin(x)^5,sin(5*x),contract trig
((5*sin(x)-20*sin(x)^3+16*sin(x)^5) + 1)/((sin(5*x)) + 1),1,shifted_quotient_one,contract_trig_quintuple_angle_sine,trig_contract,5*sin(x)-20*sin(x)^3+16*sin(x)^5,sin(5*x),contract trig
((16*cos(x)^5-20*cos(x)^3+5*cos(x)) + m) - ((cos(5*x)) + m),0,additive_passthrough_zero,contract_trig_quintuple_angle_cosine,trig_contract,16*cos(x)^5-20*cos(x)^3+5*cos(x),cos(5*x),contract trig
k*(16*cos(x)^5-20*cos(x)^3+5*cos(x)) - k*(cos(5*x)),0,scaled_difference_zero,contract_trig_quintuple_angle_cosine,trig_contract,16*cos(x)^5-20*cos(x)^3+5*cos(x),cos(5*x),contract trig
((16*cos(x)^5-20*cos(x)^3+5*cos(x))/q) - ((cos(5*x))/q),0,common_denominator_zero,contract_trig_quintuple_angle_cosine,trig_contract,16*cos(x)^5-20*cos(x)^3+5*cos(x),cos(5*x),contract trig
((16*cos(x)^5-20*cos(x)^3+5*cos(x)) + 1)/((cos(5*x)) + 1),1,shifted_quotient_one,contract_trig_quintuple_angle_cosine,trig_contract,16*cos(x)^5-20*cos(x)^3+5*cos(x),cos(5*x),contract trig
((sin(x+y)) + m) - ((sin(x)*cos(y)+cos(x)*sin(y)) + m),0,additive_passthrough_zero,expand_trig_angle_sum_sine,trig_expand,sin(x+y),sin(x)*cos(y)+cos(x)*sin(y),expand trig
k*(sin(x+y)) - k*(sin(x)*cos(y)+cos(x)*sin(y)),0,scaled_difference_zero,expand_trig_angle_sum_sine,trig_expand,sin(x+y),sin(x)*cos(y)+cos(x)*sin(y),expand trig
((sin(x+y))/q) - ((sin(x)*cos(y)+cos(x)*sin(y))/q),0,common_denominator_zero,expand_trig_angle_sum_sine,trig_expand,sin(x+y),sin(x)*cos(y)+cos(x)*sin(y),expand trig
((sin(x+y)) + 1)/((sin(x)*cos(y)+cos(x)*sin(y)) + 1),1,shifted_quotient_one,expand_trig_angle_sum_sine,trig_expand,sin(x+y),sin(x)*cos(y)+cos(x)*sin(y),expand trig
((sin(x)*cos(y)+cos(x)*sin(y)) + m) - ((sin(x+y)) + m),0,additive_passthrough_zero,contract_trig_angle_sum_sine,trig_contract,sin(x)*cos(y)+cos(x)*sin(y),sin(x+y),contract trig
k*(sin(x)*cos(y)+cos(x)*sin(y)) - k*(sin(x+y)),0,scaled_difference_zero,contract_trig_angle_sum_sine,trig_contract,sin(x)*cos(y)+cos(x)*sin(y),sin(x+y),contract trig
((sin(x)*cos(y)+cos(x)*sin(y))/q) - ((sin(x+y))/q),0,common_denominator_zero,contract_trig_angle_sum_sine,trig_contract,sin(x)*cos(y)+cos(x)*sin(y),sin(x+y),contract trig
((sin(x)*cos(y)+cos(x)*sin(y)) + 1)/((sin(x+y)) + 1),1,shifted_quotient_one,contract_trig_angle_sum_sine,trig_contract,sin(x)*cos(y)+cos(x)*sin(y),sin(x+y),contract trig
((cos(x+y)) + m) - ((cos(x)*cos(y)-sin(x)*sin(y)) + m),0,additive_passthrough_zero,expand_trig_angle_sum_cosine,trig_expand,cos(x+y),cos(x)*cos(y)-sin(x)*sin(y),expand trig
k*(cos(x+y)) - k*(cos(x)*cos(y)-sin(x)*sin(y)),0,scaled_difference_zero,expand_trig_angle_sum_cosine,trig_expand,cos(x+y),cos(x)*cos(y)-sin(x)*sin(y),expand trig
((cos(x+y))/q) - ((cos(x)*cos(y)-sin(x)*sin(y))/q),0,common_denominator_zero,expand_trig_angle_sum_cosine,trig_expand,cos(x+y),cos(x)*cos(y)-sin(x)*sin(y),expand trig
((cos(x+y)) + 1)/((cos(x)*cos(y)-sin(x)*sin(y)) + 1),1,shifted_quotient_one,expand_trig_angle_sum_cosine,trig_expand,cos(x+y),cos(x)*cos(y)-sin(x)*sin(y),expand trig
((cos(x)*cos(y)-sin(x)*sin(y)) + m) - ((cos(x+y)) + m),0,additive_passthrough_zero,contract_trig_angle_sum_cosine,trig_contract,cos(x)*cos(y)-sin(x)*sin(y),cos(x+y),contract trig
k*(cos(x)*cos(y)-sin(x)*sin(y)) - k*(cos(x+y)),0,scaled_difference_zero,contract_trig_angle_sum_cosine,trig_contract,cos(x)*cos(y)-sin(x)*sin(y),cos(x+y),contract trig
((cos(x)*cos(y)-sin(x)*sin(y))/q) - ((cos(x+y))/q),0,common_denominator_zero,contract_trig_angle_sum_cosine,trig_contract,cos(x)*cos(y)-sin(x)*sin(y),cos(x+y),contract trig
((cos(x)*cos(y)-sin(x)*sin(y)) + 1)/((cos(x+y)) + 1),1,shifted_quotient_one,contract_trig_angle_sum_cosine,trig_contract,cos(x)*cos(y)-sin(x)*sin(y),cos(x+y),contract trig
((sin(x-y)) + m) - ((sin(x)*cos(y)-cos(x)*sin(y)) + m),0,additive_passthrough_zero,expand_trig_angle_diff_sine,trig_expand,sin(x-y),sin(x)*cos(y)-cos(x)*sin(y),expand trig
k*(sin(x-y)) - k*(sin(x)*cos(y)-cos(x)*sin(y)),0,scaled_difference_zero,expand_trig_angle_diff_sine,trig_expand,sin(x-y),sin(x)*cos(y)-cos(x)*sin(y),expand trig
((sin(x-y))/q) - ((sin(x)*cos(y)-cos(x)*sin(y))/q),0,common_denominator_zero,expand_trig_angle_diff_sine,trig_expand,sin(x-y),sin(x)*cos(y)-cos(x)*sin(y),expand trig
((sin(x-y)) + 1)/((sin(x)*cos(y)-cos(x)*sin(y)) + 1),1,shifted_quotient_one,expand_trig_angle_diff_sine,trig_expand,sin(x-y),sin(x)*cos(y)-cos(x)*sin(y),expand trig
((sin(x)*cos(y)-cos(x)*sin(y)) + m) - ((sin(x-y)) + m),0,additive_passthrough_zero,contract_trig_angle_diff_sine,trig_contract,sin(x)*cos(y)-cos(x)*sin(y),sin(x-y),contract trig
k*(sin(x)*cos(y)-cos(x)*sin(y)) - k*(sin(x-y)),0,scaled_difference_zero,contract_trig_angle_diff_sine,trig_contract,sin(x)*cos(y)-cos(x)*sin(y),sin(x-y),contract trig
((sin(x)*cos(y)-cos(x)*sin(y))/q) - ((sin(x-y))/q),0,common_denominator_zero,contract_trig_angle_diff_sine,trig_contract,sin(x)*cos(y)-cos(x)*sin(y),sin(x-y),contract trig
((sin(x)*cos(y)-cos(x)*sin(y)) + 1)/((sin(x-y)) + 1),1,shifted_quotient_one,contract_trig_angle_diff_sine,trig_contract,sin(x)*cos(y)-cos(x)*sin(y),sin(x-y),contract trig
((cos(x-y)) + m) - ((cos(x)*cos(y)+sin(x)*sin(y)) + m),0,additive_passthrough_zero,expand_trig_angle_diff_cosine,trig_expand,cos(x-y),cos(x)*cos(y)+sin(x)*sin(y),expand trig
k*(cos(x-y)) - k*(cos(x)*cos(y)+sin(x)*sin(y)),0,scaled_difference_zero,expand_trig_angle_diff_cosine,trig_expand,cos(x-y),cos(x)*cos(y)+sin(x)*sin(y),expand trig
((cos(x-y))/q) - ((cos(x)*cos(y)+sin(x)*sin(y))/q),0,common_denominator_zero,expand_trig_angle_diff_cosine,trig_expand,cos(x-y),cos(x)*cos(y)+sin(x)*sin(y),expand trig
((cos(x-y)) + 1)/((cos(x)*cos(y)+sin(x)*sin(y)) + 1),1,shifted_quotient_one,expand_trig_angle_diff_cosine,trig_expand,cos(x-y),cos(x)*cos(y)+sin(x)*sin(y),expand trig
((cos(x)*cos(y)+sin(x)*sin(y)) + m) - ((cos(x-y)) + m),0,additive_passthrough_zero,contract_trig_angle_diff_cosine,trig_contract,cos(x)*cos(y)+sin(x)*sin(y),cos(x-y),contract trig
k*(cos(x)*cos(y)+sin(x)*sin(y)) - k*(cos(x-y)),0,scaled_difference_zero,contract_trig_angle_diff_cosine,trig_contract,cos(x)*cos(y)+sin(x)*sin(y),cos(x-y),contract trig
((cos(x)*cos(y)+sin(x)*sin(y))/q) - ((cos(x-y))/q),0,common_denominator_zero,contract_trig_angle_diff_cosine,trig_contract,cos(x)*cos(y)+sin(x)*sin(y),cos(x-y),contract trig
((cos(x)*cos(y)+sin(x)*sin(y)) + 1)/((cos(x-y)) + 1),1,shifted_quotient_one,contract_trig_angle_diff_cosine,trig_contract,cos(x)*cos(y)+sin(x)*sin(y),cos(x-y),contract trig
((sin(6*x)) + m) - ((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + m),0,additive_passthrough_zero,expand_trig_recursive_six_sine,trig_expand,sin(6*x),sin(5*x)*cos(x)+cos(5*x)*sin(x),expand trig
k*(sin(6*x)) - k*(sin(5*x)*cos(x)+cos(5*x)*sin(x)),0,scaled_difference_zero,expand_trig_recursive_six_sine,trig_expand,sin(6*x),sin(5*x)*cos(x)+cos(5*x)*sin(x),expand trig
((sin(6*x))/q) - ((sin(5*x)*cos(x)+cos(5*x)*sin(x))/q),0,common_denominator_zero,expand_trig_recursive_six_sine,trig_expand,sin(6*x),sin(5*x)*cos(x)+cos(5*x)*sin(x),expand trig
((sin(6*x)) + 1)/((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + 1),1,shifted_quotient_one,expand_trig_recursive_six_sine,trig_expand,sin(6*x),sin(5*x)*cos(x)+cos(5*x)*sin(x),expand trig
((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + m) - ((sin(6*x)) + m),0,additive_passthrough_zero,contract_trig_recursive_six_sine,trig_contract,sin(5*x)*cos(x)+cos(5*x)*sin(x),sin(6*x),contract trig
k*(sin(5*x)*cos(x)+cos(5*x)*sin(x)) - k*(sin(6*x)),0,scaled_difference_zero,contract_trig_recursive_six_sine,trig_contract,sin(5*x)*cos(x)+cos(5*x)*sin(x),sin(6*x),contract trig
((sin(5*x)*cos(x)+cos(5*x)*sin(x))/q) - ((sin(6*x))/q),0,common_denominator_zero,contract_trig_recursive_six_sine,trig_contract,sin(5*x)*cos(x)+cos(5*x)*sin(x),sin(6*x),contract trig
((sin(5*x)*cos(x)+cos(5*x)*sin(x)) + 1)/((sin(6*x)) + 1),1,shifted_quotient_one,contract_trig_recursive_six_sine,trig_contract,sin(5*x)*cos(x)+cos(5*x)*sin(x),sin(6*x),contract trig
((cos(6*x)) + m) - ((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + m),0,additive_passthrough_zero,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig
k*(cos(6*x)) - k*(cos(5*x)*cos(x)-sin(5*x)*sin(x)),0,scaled_difference_zero,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig
((cos(6*x))/q) - ((cos(5*x)*cos(x)-sin(5*x)*sin(x))/q),0,common_denominator_zero,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig
((cos(6*x)) + 1)/((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + 1),1,shifted_quotient_one,expand_trig_recursive_six_cosine,trig_expand,cos(6*x),cos(5*x)*cos(x)-sin(5*x)*sin(x),expand trig
((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + m) - ((cos(6*x)) + m),0,additive_passthrough_zero,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig
k*(cos(5*x)*cos(x)-sin(5*x)*sin(x)) - k*(cos(6*x)),0,scaled_difference_zero,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig
((cos(5*x)*cos(x)-sin(5*x)*sin(x))/q) - ((cos(6*x))/q),0,common_denominator_zero,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig
((cos(5*x)*cos(x)-sin(5*x)*sin(x)) + 1)/((cos(6*x)) + 1),1,shifted_quotient_one,contract_trig_recursive_six_cosine,trig_contract,cos(5*x)*cos(x)-sin(5*x)*sin(x),cos(6*x),contract trig
((1/(sqrt(x)-1)) + m) - (((sqrt(x)+1)/(x-1)) + m),0,additive_passthrough_zero,rationalize_linear_root,rationalize,1/(sqrt(x)-1),(sqrt(x)+1)/(x-1),rationalize
k*(1/(sqrt(x)-1)) - k*((sqrt(x)+1)/(x-1)),0,scaled_difference_zero,rationalize_linear_root,rationalize,1/(sqrt(x)-1),(sqrt(x)+1)/(x-1),rationalize
((1/(sqrt(x)-1))/q) - (((sqrt(x)+1)/(x-1))/q),0,common_denominator_zero,rationalize_linear_root,rationalize,1/(sqrt(x)-1),(sqrt(x)+1)/(x-1),rationalize
((1/(sqrt(x)-1)) + 1)/(((sqrt(x)+1)/(x-1)) + 1),1,shifted_quotient_one,rationalize_linear_root,rationalize,1/(sqrt(x)-1),(sqrt(x)+1)/(x-1),rationalize
1/((1/(sqrt(x)-1))+c) - 1/(((sqrt(x)+1)/(x-1))+c),0,reciprocal_shifted_difference_zero,rationalize_linear_root,rationalize,1/(sqrt(x)-1),(sqrt(x)+1)/(x-1),reciprocal shifted difference
1/(((1/(sqrt(x)-1))+r/s)+c) - 1/((((sqrt(x)+1)/(x-1))+r/s)+c),0,reciprocal_shifted_difference_zero,rationalize_linear_root_noise_fraction,rationalize,1/(sqrt(x)-1),(sqrt(x)+1)/(x-1),reciprocal shifted difference noise budget
((1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1)) + m) - ((0) + m),0,additive_passthrough_zero,rationalize_then_cancel_to_zero,rationalize,1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1),0,rationalize
k*(1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1)) - k*(0),0,scaled_difference_zero,rationalize_then_cancel_to_zero,rationalize,1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1),0,rationalize
((1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1))/q) - ((0)/q),0,common_denominator_zero,rationalize_then_cancel_to_zero,rationalize,1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1),0,rationalize
((1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1)) + 1)/((0) + 1),1,shifted_quotient_one,rationalize_then_cancel_to_zero,rationalize,1 / (sqrt(x) - 1) - (sqrt(x) + 1) / (x - 1),0,rationalize
(((x^(3/2)-1)/(sqrt(x)-1)) + m) - ((sqrt(x)+x+1) + m),0,additive_passthrough_zero,radical_notable_quotient,rationalize,(x^(3/2)-1)/(sqrt(x)-1),sqrt(x)+x+1,rationalize
k*((x^(3/2)-1)/(sqrt(x)-1)) - k*(sqrt(x)+x+1),0,scaled_difference_zero,radical_notable_quotient,rationalize,(x^(3/2)-1)/(sqrt(x)-1),sqrt(x)+x+1,rationalize
(((x^(3/2)-1)/(sqrt(x)-1))/q) - ((sqrt(x)+x+1)/q),0,common_denominator_zero,radical_notable_quotient,rationalize,(x^(3/2)-1)/(sqrt(x)-1),sqrt(x)+x+1,rationalize
(((x^(3/2)-1)/(sqrt(x)-1)) + 1)/((sqrt(x)+x+1) + 1),1,shifted_quotient_one,radical_notable_quotient,rationalize,(x^(3/2)-1)/(sqrt(x)-1),sqrt(x)+x+1,rationalize
(((a+b)/d) + m) - ((a/d + b/d) + m),0,additive_passthrough_zero,expand_fraction_simple,fraction_expand,(a+b)/d,a/d + b/d,expand fraction
k*((a+b)/d) - k*(a/d + b/d),0,scaled_difference_zero,expand_fraction_simple,fraction_expand,(a+b)/d,a/d + b/d,expand fraction
(((a+b)/d)/q) - ((a/d + b/d)/q),0,common_denominator_zero,expand_fraction_simple,fraction_expand,(a+b)/d,a/d + b/d,expand fraction
(((a+b)/d) + 1)/((a/d + b/d) + 1),1,shifted_quotient_one,expand_fraction_simple,fraction_expand,(a+b)/d,a/d + b/d,expand fraction
1/(((a+b)/d)+c) - 1/((a/d + b/d)+c),0,reciprocal_shifted_difference_zero,expand_fraction_simple,fraction_expand,(a+b)/d,a/d + b/d,reciprocal shifted difference
1/((((a+b)/d + r/s)+u/v)+c) - 1/(((a/d + b/d + r/s)+u/v)+c),0,reciprocal_shifted_difference_zero,expand_fraction_simple_double_noise_fraction,fraction_expand,(a+b)/d,a/d + b/d,reciprocal shifted difference double noise budget
((a+b)/d) - (a/d + b/d),0,combined_additive_zero,expand_fraction_simple_zero,fraction_expand,(a+b)/d,a/d + b/d,expand fraction
((a+b)/d - (a/d + b/d)) + (1/(1 + 1/(1+u)) - (1+u)/(2+u)),0,combined_additive_zero,fraction_expand_nested_fraction_depth4_combined_zero,fraction_expand,(a+b)/d,a/d + b/d,collapse exact zero additive subexpressions
((a/d + b/d) - ((a+b)/d)) + (u*v + u*w - u*(v+w)),0,combined_additive_zero,fraction_expand_reversed_collect_combined_zero,fraction_expand,(a+b)/d,a/d + b/d,collapse exact zero additive subexpressions
((((a+b)/d)^2) + m) - (((a/d + b/d)^2) + m),0,squared_passthrough_zero,expand_fraction_simple_squared,fraction_expand,(a+b)/d,a/d + b/d,expand fraction
(((((a+b)/d)^2) + m)^2) - ((((a/d + b/d)^2) + m)^2),0,squared_passthrough_zero,expand_fraction_simple_double_squared,fraction_expand,(a+b)/d,a/d + b/d,expand fraction
(((a*y+b*x)/(x*y)) + m) - ((a/x + b/y) + m),0,additive_passthrough_zero,expand_fraction_with_term_cancellation,fraction_expand,(a*y+b*x)/(x*y),a/x + b/y,expand fraction
k*((a*y+b*x)/(x*y)) - k*(a/x + b/y),0,scaled_difference_zero,expand_fraction_with_term_cancellation,fraction_expand,(a*y+b*x)/(x*y),a/x + b/y,expand fraction
(((a*y+b*x)/(x*y))/q) - ((a/x + b/y)/q),0,common_denominator_zero,expand_fraction_with_term_cancellation,fraction_expand,(a*y+b*x)/(x*y),a/x + b/y,expand fraction
(((a*y+b*x)/(x*y)) + 1)/((a/x + b/y) + 1),1,shifted_quotient_one,expand_fraction_with_term_cancellation,fraction_expand,(a*y+b*x)/(x*y),a/x + b/y,expand fraction
(((a*x+b)/(c*x)) + m) - ((a/c + b/(c*x)) + m),0,additive_passthrough_zero,expand_fraction_with_common_scalar_factor_in_denominator,fraction_expand,(a*x+b)/(c*x),a/c + b/(c*x),expand fraction
k*((a*x+b)/(c*x)) - k*(a/c + b/(c*x)),0,scaled_difference_zero,expand_fraction_with_common_scalar_factor_in_denominator,fraction_expand,(a*x+b)/(c*x),a/c + b/(c*x),expand fraction
(((a*x+b)/(c*x))/q) - ((a/c + b/(c*x))/q),0,common_denominator_zero,expand_fraction_with_common_scalar_factor_in_denominator,fraction_expand,(a*x+b)/(c*x),a/c + b/(c*x),expand fraction
(((a*x+b)/(c*x)) + 1)/((a/c + b/(c*x)) + 1),1,shifted_quotient_one,expand_fraction_with_common_scalar_factor_in_denominator,fraction_expand,(a*x+b)/(c*x),a/c + b/(c*x),expand fraction
(((a*d+b)/d) + m) - ((a + b/d) + m),0,additive_passthrough_zero,expand_fraction_exact_division_term_plus_remainder,fraction_expand,(a*d+b)/d,a + b/d,expand fraction
k*((a*d+b)/d) - k*(a + b/d),0,scaled_difference_zero,expand_fraction_exact_division_term_plus_remainder,fraction_expand,(a*d+b)/d,a + b/d,expand fraction
(((a*d+b)/d)/q) - ((a + b/d)/q),0,common_denominator_zero,expand_fraction_exact_division_term_plus_remainder,fraction_expand,(a*d+b)/d,a + b/d,expand fraction
(((a*d+b)/d) + 1)/((a + b/d) + 1),1,shifted_quotient_one,expand_fraction_exact_division_term_plus_remainder,fraction_expand,(a*d+b)/d,a + b/d,expand fraction
(((a*x+b*y)/(x*y)) + m) - ((a/y + b/x) + m),0,additive_passthrough_zero,expand_fraction_mixed_variable_term_cancellation,fraction_expand,(a*x+b*y)/(x*y),a/y + b/x,expand fraction
k*((a*x+b*y)/(x*y)) - k*(a/y + b/x),0,scaled_difference_zero,expand_fraction_mixed_variable_term_cancellation,fraction_expand,(a*x+b*y)/(x*y),a/y + b/x,expand fraction
(((a*x+b*y)/(x*y))/q) - ((a/y + b/x)/q),0,common_denominator_zero,expand_fraction_mixed_variable_term_cancellation,fraction_expand,(a*x+b*y)/(x*y),a/y + b/x,expand fraction
(((a*x+b*y)/(x*y)) + 1)/((a/y + b/x) + 1),1,shifted_quotient_one,expand_fraction_mixed_variable_term_cancellation,fraction_expand,(a*x+b*y)/(x*y),a/y + b/x,expand fraction
