expression,expected_result,composition,source_expr_1,source_expr_2
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (tan(x)*cot(x) - 1),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x)*cot(x) - 1
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((tan(x)*cot(x) - 1) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),tan(x)*cot(x) - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (sec(x)^2 - tan(x)^2 - 1),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sec(x)^2 - tan(x)^2 - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (sec(x)^2 - tan(x)^2 - 1),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sec(x)^2 - tan(x)^2 - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (sec(x)^2 - tan(x)^2 - 1),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sec(x)^2 - tan(x)^2 - 1
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((sec(x)^2 - tan(x)^2 - 1) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sec(x)^2 - tan(x)^2 - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (cosh(x)^2 - sinh(x)^2 - 1),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x)^2 - sinh(x)^2 - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (cosh(x)^2 - sinh(x)^2 - 1),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x)^2 - sinh(x)^2 - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (cosh(x)^2 - sinh(x)^2 - 1),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x)^2 - sinh(x)^2 - 1
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((cosh(x)^2 - sinh(x)^2 - 1) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),cosh(x)^2 - sinh(x)^2 - 1
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (2*cos(x)*cos(y) - cos(x+y) - cos(x-y)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (2*cos(x)*cos(y) - cos(x+y) - cos(x-y)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (2*cos(x)*cos(y) - cos(x+y) - cos(x-y)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((2*cos(x)*cos(y) - cos(x+y) - cos(x-y)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*cos(x)*cos(y) - cos(x+y) - cos(x-y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (2*sin(x)*cos(y) - sin(x+y) - sin(x-y)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (2*sin(x)*cos(y) - sin(x+y) - sin(x-y)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (2*sin(x)*cos(y) - sin(x+y) - sin(x-y)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((2*sin(x)*cos(y) - sin(x+y) - sin(x-y)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*cos(y) - sin(x+y) - sin(x-y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (2*sin(x)*sin(y) - cos(x-y) + cos(x+y)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (2*sin(x)*sin(y) - cos(x-y) + cos(x+y)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (2*sin(x)*sin(y) - cos(x-y) + cos(x+y)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((2*sin(x)*sin(y) - cos(x-y) + cos(x+y)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),2*sin(x)*sin(y) - cos(x-y) + cos(x+y)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (exp(x) + exp(-x) - 2*cosh(x)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) + exp(-x) - 2*cosh(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (exp(x) + exp(-x) - 2*cosh(x)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) + exp(-x) - 2*cosh(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (exp(x) + exp(-x) - 2*cosh(x)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) + exp(-x) - 2*cosh(x)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((exp(x) + exp(-x) - 2*cosh(x)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) + exp(-x) - 2*cosh(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (exp(x) - exp(-x) - 2*sinh(x)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) - exp(-x) - 2*sinh(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (exp(x) - exp(-x) - 2*sinh(x)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) - exp(-x) - 2*sinh(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (exp(x) - exp(-x) - 2*sinh(x)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) - exp(-x) - 2*sinh(x)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((exp(x) - exp(-x) - 2*sinh(x)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),exp(x) - exp(-x) - 2*sinh(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (1/(u*(u+1)) - 1/u + 1/(u+1)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(u*(u+1)) - 1/u + 1/(u+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (1/(u*(u+1)) - 1/u + 1/(u+1)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(u*(u+1)) - 1/u + 1/(u+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (1/(u*(u+1)) - 1/u + 1/(u+1)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(u*(u+1)) - 1/u + 1/(u+1)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((1/(u*(u+1)) - 1/u + 1/(u+1)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),1/(u*(u+1)) - 1/u + 1/(u+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/(((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + ((n+1)!/(n-1)! - n*(n+1)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(n+1)!/(n-1)! - n*(n+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - ((n+1)!/(n-1)! - n*(n+1)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(n+1)!/(n-1)! - n*(n+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * ((n+1)!/(n-1)! - n*(n+1)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(n+1)!/(n-1)! - n*(n+1)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/(((n+1)!/(n-1)! - n*(n+1)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(n+1)!/(n-1)! - n*(n+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (sqrt(x^5) - x^2*sqrt(x)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^5) - x^2*sqrt(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (sqrt(x^5) - x^2*sqrt(x)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^5) - x^2*sqrt(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (sqrt(x^5) - x^2*sqrt(x)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^5) - x^2*sqrt(x)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((sqrt(x^5) - x^2*sqrt(x)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^5) - x^2*sqrt(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (sqrt(x^7) - x^3*sqrt(x)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^7) - x^3*sqrt(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (sqrt(x^7) - x^3*sqrt(x)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^7) - x^3*sqrt(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (sqrt(x^7) - x^3*sqrt(x)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^7) - x^3*sqrt(x)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((sqrt(x^7) - x^3*sqrt(x)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),sqrt(x^7) - x^3*sqrt(x)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (x^2 + 2*x + 1 - (x+1)^2),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^2 + 2*x + 1 - (x+1)^2
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (x^2 + 2*x + 1 - (x+1)^2),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^2 + 2*x + 1 - (x+1)^2
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (x^2 + 2*x + 1 - (x+1)^2),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^2 + 2*x + 1 - (x+1)^2
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((x^2 + 2*x + 1 - (x+1)^2) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x^2 + 2*x + 1 - (x+1)^2
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (x*y + x*z - x*(y+z)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x*y + x*z - x*(y+z)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (x*y + x*z - x*(y+z)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x*y + x*z - x*(y+z)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (x*y + x*z - x*(y+z)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x*y + x*z - x*(y+z)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((x*y + x*z - x*(y+z)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),x*y + x*z - x*(y+z)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + ((a+b+c)/x - a/x - b/x - c/x),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a+b+c)/x - a/x - b/x - c/x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - ((a+b+c)/x - a/x - b/x - c/x),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a+b+c)/x - a/x - b/x - c/x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * ((a+b+c)/x - a/x - b/x - c/x),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a+b+c)/x - a/x - b/x - c/x
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/(((a+b+c)/x - a/x - b/x - c/x) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(a+b+c)/x - a/x - b/x - c/x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + (a + b/x - (a*x+b)/x),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),a + b/x - (a*x+b)/x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - (a + b/x - (a*x+b)/x),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),a + b/x - (a*x+b)/x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * (a + b/x - (a*x+b)/x),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),a + b/x - (a*x+b)/x
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/((a + b/x - (a*x+b)/x) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),a + b/x - (a*x+b)/x
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + ((x^2 - 1)/(x - 1) - (x+1)),0,sum,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(x^2 - 1)/(x - 1) - (x+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) - ((x^2 - 1)/(x - 1) - (x+1)),0,difference,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(x^2 - 1)/(x - 1) - (x+1)
(sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) * ((x^2 - 1)/(x - 1) - (x+1)),0,product,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(x^2 - 1)/(x - 1) - (x+1)
((sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y))) + 1)/(((x^2 - 1)/(x - 1) - (x+1)) + 1),1,shifted_quotient,sinh(x+y) - (sinh(x)*cosh(y) + cosh(x)*sinh(y)),(x^2 - 1)/(x - 1) - (x+1)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,sum,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) - (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,difference,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) * (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,product,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + 1)/((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1),1,shifted_quotient,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,sum,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) - (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,difference,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) * (1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)),0,product,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
(((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + 1)/((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1),1,shifted_quotient,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + (tan(x) + cot(x) - sec(x)*csc(x)),0,sum,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),tan(x) + cot(x) - sec(x)*csc(x)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) - (tan(x) + cot(x) - sec(x)*csc(x)),0,difference,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),tan(x) + cot(x) - sec(x)*csc(x)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) * (tan(x) + cot(x) - sec(x)*csc(x)),0,product,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),tan(x) + cot(x) - sec(x)*csc(x)
(((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + 1)/((tan(x) + cot(x) - sec(x)*csc(x)) + 1),1,shifted_quotient,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),tan(x) + cot(x) - sec(x)*csc(x)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,sum,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) - (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,difference,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) * (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,product,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + 1)/((1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)) + 1),1,shifted_quotient,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,sum,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) - (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,difference,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) * (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,product,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + 1)/((1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)) + 1),1,shifted_quotient,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) + (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,sum,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) - (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,difference,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
((a^3-b^3)/(a-b) - (a^2 + a*b + b^2)) * (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,product,(a^3-b^3)/(a-b) - (a^2 + a*b + b^2),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
